id	shadow_prices	metabolite	name
cpd00616_c_Eubacteriumrectale	5.177018231990656	cpd00616	Pretyrosine
cpd00066_c_Eubacteriumrectale	3.395253709248901	cpd00066	L-Phenylalanine
cpd00219_c_Eubacteriumrectale	2.844378466238802	cpd00219	Prephenate
cpd00143_c_Eubacteriumrectale	3.376870864522761	cpd00143	Phenylpyruvate
cpd00216_c_Eubacteriumrectale	4.336911108846275	cpd00216	Chorismate
cpd08301_c_Eubacteriumrectale	3.9256458398410543	cpd08301	2-C-Methyl-D-Erythritol2-4-Cyclodiphosphate
cpd02904_c_Eubacteriumrectale	1.9558812833405206	cpd02904	Alpha-Ribazole 5'-Phosphate
cpd08371_c_Eubacteriumrectale	1.7513672293758595	cpd08371	Cobalt-Precorrin 5
cpd00156_c_Eubacteriumrectale	2.0	cpd00156	L-Valine
cpd00322_c_Eubacteriumrectale	2.0183828447261396	cpd00322	L-Isoleucine
cpd00508_c_Eubacteriumrectale	2.0	cpd00508	3Mop
cpd00200_c_Eubacteriumrectale	1.0657076656285573	cpd00200	4Mop
cpd00171_c_Eubacteriumrectale	3.611220106989011	cpd00171	D-Ribulose5-Phosphate
cpd00834_c_Eubacteriumrectale	1.1996845564776208	cpd00834	Phosphopantetheine
cpd02201_c_Eubacteriumrectale	2.5725663722362473	cpd02201	4-Phosphopantothenate
cpd00052_c_Eubacteriumrectale	1.1269043808376773	cpd00052	Ctp
cpd00241_c_Eubacteriumrectale	1.1269043808376773	cpd00241	Dgtp
cpd00115_c_Eubacteriumrectale	1.1269043808376773	cpd00115	Datp
cpd00932_c_Eubacteriumrectale	10.06499109313067	cpd00932	5-O--1-Carboxyvinyl-3-Phosphoshikimate
cpd03389_c_Eubacteriumrectale	1.466406517952467	cpd03389	Selenocysteine
cpd02991_c_Eubacteriumrectale	6.29381717462557	cpd02991	Phosphoribulosylformimino-Aicar-Phosphate
cpd02843_c_Eubacteriumrectale	5.422310352478944	cpd02843	D-Erythro-Imidazol-Glycerol-Phosphate
cpd00794_c_Eubacteriumrectale	4.089286104353294	cpd00794	Trhl
cpd00356_c_Eubacteriumrectale	1.1269043808376773	cpd00356	Dctp
cpd00357_c_Eubacteriumrectale	1.1269043808376773	cpd00357	Ttp
cpd00083_c_Eubacteriumrectale	1.4991576271215998	cpd00083	Gdp-Mannose
cpd02140_c_Eubacteriumrectale	2.6734586946839953	cpd02140	Air
cpd00504_c_Eubacteriumrectale	2.321268788636762	cpd00504	Ll-2,6-Diaminopimelate
cpd02465_c_Eubacteriumrectale	1.8274563468646816	cpd02465	Tetrahydrodipicolinate
cpd00202_c_Eubacteriumrectale	2.6605275349764823	cpd00202	Dmapp
cpd12546_c_Eubacteriumrectale	1.7758769129122616	cpd12546	Trna Containing 6-Isopentenyladenosine
cpd01775_c_Eubacteriumrectale	3.2012154674277915	cpd01775	Phosphoribosyl-Atp
cpd01777_c_Eubacteriumrectale	3.0012258540937355	cpd01777	Phosphoribosyl-Amp
cpd02979_c_Eubacteriumrectale	5.29381717462557	cpd02979	Phosphoribosylformiminoaicar-Phosphate
cpd11735_c_Eubacteriumrectale	1.3983473919107299	cpd11735	Amylose
cpd00125_c_Eubacteriumrectale	1.29294860964134	cpd00125	5-10-Methylenetetrahydrofolate
cpd00299_c_Eubacteriumrectale	1.4778186954358183	cpd00299	Dump
cpd00918_c_Eubacteriumrectale	3.0583880120500497	cpd00918	2-Acetamido-5-Oxopentanoate
cpd12105_c_Eubacteriumrectale	3.4948868027442734	cpd12105	L-Methionyl-Trna
cpd12285_c_Eubacteriumrectale	5.535479636956695	cpd12285	N-Formylmethionyl-Trna
cpd19001_c_Eubacteriumrectale	2.1909387124425646	cpd19001	Alpha-D-Glucose
cpd00076_c_Eubacteriumrectale	1.6909387124425646	cpd00076	Sucrose
cpd00082_c_Eubacteriumrectale	1.6909387124425654	cpd00082	D-Fructose
cpd01981_c_Eubacteriumrectale	2.016332401551163	cpd01981	5-Methylthio-D-Ribose
cpd00042_c_Eubacteriumrectale	1.5765591107470371	cpd00042	Gsh
cpd03049_c_Eubacteriumrectale	4.338835983264107	cpd03049	2-Hydroxyethyl-Thpp
cpd00056_c_Eubacteriumrectale	2.0	cpd00056	Tpp
cpd00069_c_Eubacteriumrectale	3.310535481160535	cpd00069	L-Tyrosine
cpd12194_c_Eubacteriumrectale	3.5117748519062837	cpd12194	L-Tyrosyl-Trna(Tyr)
cpd02775_c_Eubacteriumrectale	2.870980871827192	cpd02775	4-Amino-5-Phosphomethyl-2-Methylpyrimidine
cpd02894_c_Eubacteriumrectale	4.053819148341298	cpd02894	4-Amino-2-Methyl-5-Diphosphomethylpyrimidine
cpd00939_c_Eubacteriumrectale	1.6734586946839953	cpd00939	Toxopyrimidine
cpd00062_c_Eubacteriumrectale	1.1269043808376773	cpd00062	Utp
cpd19006_c_Eubacteriumrectale	2.1909387124425646	cpd19006	Alpha-D-Glucose 6-Phosphate
cpd00878_c_Eubacteriumrectale	1.6771307826270265	cpd00878	Glucocerebroside
cpd00650_c_Eubacteriumrectale	2.7777085854568155	cpd00650	Crotonyl-Coa
cpd00842_c_Eubacteriumrectale	3.0702999059886498	cpd00842	(S)-3-Hydroxybutyryl-Coa
cpd03396_c_Eubacteriumrectale	1.2941829501009723	cpd03396	Selenate
cpd00485_c_Eubacteriumrectale	3.530268877616938	cpd00485	D-Mannose1-Phosphate
cpd00072_c_Eubacteriumrectale	1.6909387124425654	cpd00072	D-Fructose-6-Phosphate
cpd00290_c_Eubacteriumrectale	1.690938712442565	cpd00290	D-Fructose-1,6-Bisphosphate
cpd19035_c_Eubacteriumrectale	2.115489285446608	cpd19035	Beta-D-Fructose 6-Phosphate
cpd19036_c_Eubacteriumrectale	2.115489285446608	cpd19036	Beta-D-Fructose 1,6-Bisphosphate
cpd00805_c_Eubacteriumrectale	2.5673168360065635	cpd00805	D-Tagatose 6-Phosphate
cpd02371_c_Eubacteriumrectale	3.511382940330133	cpd02371	D-Tagatose 1,6-Biphosphate
cpd00516_c_Eubacteriumrectale	3.132749464105241	cpd00516	Meso-2,6-Diaminopimelate
cpd00355_c_Eubacteriumrectale	1.147409365631731	cpd00355	Nicotinamide Ribonucleotide
cpd00220_c_Eubacteriumrectale	2.7679320740284163	cpd00220	Riboflavin
cpd00050_c_Eubacteriumrectale	3.9507703505425225	cpd00050	Fmn
cpd00015_c_Eubacteriumrectale	3.2449718390496143	cpd00015	Fad
cpd03388_c_Eubacteriumrectale	2.6782605973608273	cpd03388	Adenylylselenate
cpd00982_c_Eubacteriumrectale	2.0	cpd00982	Fadh2
cpd08372_c_Eubacteriumrectale	2.0427220760423537	cpd08372	Cobalt-Precorrin 6
cpd00517_c_Eubacteriumrectale	1.8128792906204474	cpd00517	1-Acyl-Sn-Glycerol 3-Phosphate
cpd00060_c_Eubacteriumrectale	4.037045728916317	cpd00060	L-Methionine
cpd03163_c_Eubacteriumrectale	5.031180261644911	cpd03163	Selenomethionine
cpd12704_c_Eubacteriumrectale	8.037536165015188	cpd12704	Selenomethionyl-Trna(Met)
cpd03471_c_Eubacteriumrectale	5.145844471933993	cpd03471	Nicotinate D-Ribonucleoside
cpd00218_c_Eubacteriumrectale	1.9630061954198867	cpd00218	Niacin
cpd00246_c_Eubacteriumrectale	2.5647697428520004	cpd00246	Inosine
cpd00226_c_Eubacteriumrectale	2.564769742852002	cpd00226	Hyxn
cpd01217_c_Eubacteriumrectale	1.7929016367978194	cpd01217	Xanthosine
cpd02016_c_Eubacteriumrectale	4.457175926301471	cpd02016	N-Ribosylnicotinamide
cpd00133_c_Eubacteriumrectale	1.2743376497873657	cpd00133	Nicotinamide
cpd00101_c_Eubacteriumrectale	2.671832345098617	cpd00101	Ribose-5-Phosphate
cpd00102_c_Eubacteriumrectale	1.8454693562212825	cpd00102	Glyceraldehyde3-Phosphate
cpd00198_c_Eubacteriumrectale	4.611220106989011	cpd00198	D-Xylulose5-Phosphate
cpd00043_c_Eubacteriumrectale	2.163488557566178	cpd00043	Udp-Galactose
cpd02338_c_Eubacteriumrectale	1.1634885575661782	cpd02338	Udp-D-Galacto-1,4-Furanose
cpd00343_c_Eubacteriumrectale	1.0847131918086892	cpd00343	N-Carbamoyl-L-Aspartate
cpd00346_c_Eubacteriumrectale	4.344981250324599	cpd00346	L-Aspartate4-Semialdehyde
cpd02882_c_Eubacteriumrectale	9.11187338818446	cpd02882	4--1-D-Ribitylamino-5-Aminouracil
cpd02656_c_Eubacteriumrectale	4.848483592849385	cpd02656	6-7-Dimethyl-8--1-D-Ribityllumazine
cpd00103_c_Eubacteriumrectale	2.9999760966820426	cpd00103	Prpp
cpd00497_c_Eubacteriumrectale	2.483135076128079	cpd00497	Xmp
cpd00408_c_Eubacteriumrectale	5.619151046717708	cpd00408	Pantoate
cpd00644_c_Eubacteriumrectale	2.044118716659488	cpd00644	Pan
cpd11427_c_Eubacteriumrectale	1.2793370011842544	cpd11427	Cdp-Diacylglycerol
cpd11455_c_Eubacteriumrectale	4.379405253573984	cpd11455	Ps_Bs
cpd03395_c_Eubacteriumrectale	3.489379860875058	cpd03395	3'-Phosphoadenylylselenate
cpd00251_c_Eubacteriumrectale	1.9618061101176067	cpd00251	Adpribose
cpd12371_c_Eubacteriumrectale	1.6771307826270265	cpd12371	Mgdg
cpd00382_c_Eubacteriumrectale	1.912155321726269	cpd00382	Melitose
cpd00588_c_Eubacteriumrectale	3.3979901028012254	cpd00588	Sorbitol
cpd01743_c_Eubacteriumrectale	2.0765591107470374	cpd01743	Cerebroside
cpd00910_c_Eubacteriumrectale	1.6734297479308182	cpd00910	Galactinol
cpd00121_c_Eubacteriumrectale	4.140613056018481	cpd00121	L-Inositol
cpd00016_c_Eubacteriumrectale	1.7680209175777728	cpd00016	Pyridoxal Phosphate
cpd00263_c_Eubacteriumrectale	2.0	cpd00263	Pyridoxol
cpd00478_c_Eubacteriumrectale	2.0	cpd00478	Pyridoxine Phosphate
cpd00259_c_Eubacteriumrectale	4.611220106989011	cpd00259	D-Lyxulose
cpd00810_c_Eubacteriumrectale	1.187949209312106	cpd00810	Orotidylic Acid
cpd02345_c_Eubacteriumrectale	1.1668202011369297	cpd02345	L-Glutamate1-Semialdehyde
cpd00345_c_Eubacteriumrectale	2.0	cpd00345	5-Methyltetrahydrofolate
cpd00358_c_Eubacteriumrectale	3.7845557747304452	cpd00358	Dutp
cpd12507_c_Eubacteriumrectale	1.493830691277583	cpd12507	O-D-Alanyl-Poly(Ribitol Phosphate)
cpd16494_c_Eubacteriumrectale	2.552520746579942	cpd16494	Dl-Glyceryl 1-Phosphate
cpd12060_c_Eubacteriumrectale	1.6039227748993126	cpd12060	Gln-Trna(Gln)
cpd03398_c_Eubacteriumrectale	2.5113214095486907	cpd03398	Selenocystathionine
cpd03397_c_Eubacteriumrectale	2.6862376907328978	cpd03397	Selenohomocysteine
cpd00135_c_Eubacteriumrectale	1.6921031580043033	cpd00135	Homocysteine
cpd03495_c_Eubacteriumrectale	3.0	cpd03495	Undecaprenyl-Diphospho-N-Acetylmuramoyl--N-Acetylglucosamine-L-Ala-D-Glu-Meso-2-6-Diaminopimeloyl-D-Ala-D-Ala
cpd00068_c_Eubacteriumrectale	1.5949314483225425	cpd00068	Itp
cpd00039_c_Eubacteriumrectale	3.619977030110146	cpd00039	L-Lysine
cpd00873_c_Eubacteriumrectale	3.836077911264252	cpd00873	Nicotinate Ribonucleotide
cpd11652_c_Eubacteriumrectale	10.625541664080778	cpd11652	Phosphatidylglycerol
cpd12801_c_Eubacteriumrectale	19.453176577647234	cpd12801	Cardiolipin
cpd00026_c_Eubacteriumrectale	1.1634885575661782	cpd00026	Udp-Glucose
cpd02738_c_Eubacteriumrectale	1.3449425709120133	cpd02738	5-Methyltetrahydropteroyltri-L-Glutamate
cpd11466_c_Eubacteriumrectale	1.6732849454651937	cpd11466	Myristoyl-Acp
cpd11468_c_Eubacteriumrectale	2.3953346269199596	cpd11468	Dodecanoyl-Acp
cpd12458_c_Eubacteriumrectale	1.0840474075082216	cpd12458	Stearoyl-[Acyl-Carrier Protein]
cpd11470_c_Eubacteriumrectale	1.616132171329743	cpd11470	Octanoyl-Acp
cpd11474_c_Eubacteriumrectale	3.031332444669367	cpd11474	Decanoyl-Acp
cpd00113_c_Eubacteriumrectale	1.7383140859232125	cpd00113	Isopentenyldiphosphate
cpd00350_c_Eubacteriumrectale	1.2319561064050535	cpd00350	Farnesyldiphosphate
cpd12754_c_Eubacteriumrectale	1.2055740194576028	cpd12754	Cyanohydrin
cpd12256_c_Eubacteriumrectale	2.219622215471888	cpd12256	L-Isoleucyl-Trna(Ile)
cpd00086_c_Eubacteriumrectale	1.544111176155075	cpd00086	Propionyl-Coa
cpd03455_c_Eubacteriumrectale	1.468254626605772	cpd03455	3-Mercaptolactate
cpd00706_c_Eubacteriumrectale	1.7612032362471122	cpd00706	Mercaptopyruvate
cpd03561_c_Eubacteriumrectale	2.635534297687259	cpd03561	2-Hydroxybutyrate
cpd00338_c_Eubacteriumrectale	1.5895047198322279	cpd00338	5-Aminolevulinate
cpd00868_c_Eubacteriumrectale	3.9624107946959355	cpd00868	P-Hydroxyphenylpyruvate
cpd12452_c_Eubacteriumrectale	3.4428255587504317	cpd12452	Glcbeta1->3Acyl2Gro
cpd12815_c_Eubacteriumrectale	3.606314116316609	cpd12815	Diglucosyl-Diacylglycerol
cpd11423_c_Eubacteriumrectale	1.2793370011842544	cpd11423	1,2-Diacyl-Sn-Glycerol
cpd00793_c_Eubacteriumrectale	6.109753044017728	cpd00793	Thiamine Phosphate
cpd00305_c_Eubacteriumrectale	1.6718562484165744	cpd00305	Thiamin
cpd00306_c_Eubacteriumrectale	4.318271497347671	cpd00306	Xylitol
cpd30321_c_Eubacteriumrectale	1.7925913205318347	cpd30321	Beta-D-Fructose
cpd01982_c_Eubacteriumrectale	1.294156214229572	cpd01982	5-Phosphoribosylamine
cpd02394_c_Eubacteriumrectale	5.447208784693627	cpd02394	Gar
cpd06227_c_Eubacteriumrectale	3.9135868691205045	cpd06227	Thf-L-Glutamate
cpd00683_c_Eubacteriumrectale	13.450343900110067	cpd00683	Dihydropteroate
cpd11911_c_Eubacteriumrectale	5.832822509753567	cpd11911	Trna(Gln)
cpd00149_c_Eubacteriumrectale	1.2652291395550743	cpd00149	Co2+
cpd00342_c_Eubacteriumrectale	1.0767708567761893	cpd00342	N-Acetylornithine
cpd00120_c_Eubacteriumrectale	1.3498984698930943	cpd00120	Butyryl-Coa
cpd20970_c_Eubacteriumrectale	3.3462913687107436	cpd20970	[Trna(Ile2)]-Lysidine34
cpd00699_c_Eubacteriumrectale	6.198171853174555	cpd00699	5-Dehydroquinate
cpd01716_c_Eubacteriumrectale	4.844187438323697	cpd01716	3-Dehydroshikimate
cpd02678_c_Eubacteriumrectale	6.487801618906048	cpd02678	N-Formyl-Gar
cpd00764_c_Eubacteriumrectale	3.4301138071881314	cpd00764	7-8-Diaminononanoate
cpd01311_c_Eubacteriumrectale	2.0	cpd01311	Dethiobiotin
cpd02857_c_Eubacteriumrectale	3.9269915071611656	cpd02857	Dahp
cpd03392_c_Eubacteriumrectale	9.525010952922493	cpd03392	Se-Adenosylselenomethionine
cpd00150_c_Eubacteriumrectale	1.8840809838611687	cpd00150	Hcn
cpd00214_c_Eubacteriumrectale	4.097834205099659	cpd00214	Palmitate
cpd00134_c_Eubacteriumrectale	1.639858124669113	cpd00134	Palmitoyl-Coa
cpd18071_c_Eubacteriumrectale	2.6318385444299777	cpd18071	Ethylnitronate
cpd01270_c_Eubacteriumrectale	3.714958275717692	cpd01270	Fmnh2
cpd00075_c_Eubacteriumrectale	1.2430555555555556	cpd00075	Nitrite
cpd11456_c_Eubacteriumrectale	4.204488972389777	cpd11456	Phosphatidylethanolamine
cpd11485_c_Eubacteriumrectale	1.5208333333333335	cpd11485	3-Oxohexadecanoyl-Acp
cpd11487_c_Eubacteriumrectale	1.4636805591978828	cpd11487	3-Oxodecanoyl-Acp
cpd11489_c_Eubacteriumrectale	2.8788808325375066	cpd11489	3-Oxododecanoyl-Acp
cpd00931_c_Eubacteriumrectale	4.328262887078761	cpd00931	5-Amino-6--5-Phosphoribosylaminouracil
cpd02720_c_Eubacteriumrectale	7.035314277437421	cpd02720	5-Amino-6--5-Phosphoribitylaminouracil
cpd00930_c_Eubacteriumrectale	5.1297190319471095	cpd00930	Imidazole Acetol-Phosphate
cpd00807_c_Eubacteriumrectale	3.9644382848262296	cpd00807	L-Histidinol-Phosphate
cpd03918_c_Eubacteriumrectale	8.415691099597248	cpd03918	Adenosyl Cobinamide
cpd03919_c_Eubacteriumrectale	8.415691099597248	cpd03919	Adenosyl Cobinamide Phosphate
cpd03920_c_Eubacteriumrectale	5.598529376111355	cpd03920	Adenosylcobinamide-Gdp
cpd01029_c_Eubacteriumrectale	1.228030777425022	cpd01029	Base Q
cpd11986_c_Eubacteriumrectale	1.5840380045242197	cpd11986	Trna Queuine
cpd02884_c_Eubacteriumrectale	1.1901864664867388	cpd02884	Faicar
cpd00802_c_Eubacteriumrectale	1.6909387124425779	cpd00802	D-Fructose-1-Phosphate
cpd03914_c_Eubacteriumrectale	2.207845549798625	cpd03914	Cob(Ii)Yrinate Diamide
cpd03832_c_Eubacteriumrectale	3.7838116211910346	cpd03832	Hydrogenobyrinate
cpd03913_c_Eubacteriumrectale	7.99165717098966	cpd03913	Hydrogenobyrinate Diamide
cpd00890_c_Eubacteriumrectale	4.239186499533113	cpd00890	Udp-N-Acetylmuramoyl-L-Alanine
cpd00525_c_Eubacteriumrectale	3.1734682306171846	cpd00525	Udp-N-Acetylmuramoyl-L-Alanyl-D-Glutamate
cpd02832_c_Eubacteriumrectale	4.6652079165402345	cpd02832	6-Thioinosine 5'-Monophosphate
cpd16422_c_Eubacteriumrectale	4.250747846713409	cpd16422	6-Thioxanthine 5'-Monophosphate
cpd16329_c_Eubacteriumrectale	3.8715068221466273	cpd16329	Doxifluridine
cpd00977_c_Eubacteriumrectale	2.6479412440328334	cpd00977	Ditp
cpd03704_c_Eubacteriumrectale	2.4479516306987774	cpd03704	Dimp
cpd00530_c_Eubacteriumrectale	3.2829066972241785	cpd00530	Xtp
cpd11454_c_Eubacteriumrectale	6.260082028212681	cpd11454	Phosphatidylglycerophosphate
cpd00638_c_Eubacteriumrectale	3.9091631437606313	cpd00638	Deamido-Nad
cpd08615_c_Eubacteriumrectale	4.498731072337433	cpd08615	1-Hydroxy-2-Methyl-2-Butenyl 4-Diphosphate
cpd02142_c_Eubacteriumrectale	2.8250837188157933	cpd02142	Bis(3-Aminopropyl)Amine
cpd00359_c_Eubacteriumrectale	1.6714227970175801	cpd00359	Indol
cpd11422_c_Eubacteriumrectale	1.2793370011842544	cpd11422	1,2-Diacyl-Sn-Glycerol 3-Phosphate
cpd00712_c_Eubacteriumrectale	4.912099656359048	cpd00712	2-Dehydropantoate
cpd00248_c_Eubacteriumrectale	7.905223243533215	cpd00248	Quinate
cpd12335_c_Eubacteriumrectale	3.8088944076769167	cpd12335	L-Phenylalanyl-Trna(Phe)
cpd01326_c_Eubacteriumrectale	7.004054677370001	cpd01326	L-Lysyl-Trna
cpd00227_c_Eubacteriumrectale	5.4675136085514415	cpd00227	L-Homoserine
cpd03517_c_Eubacteriumrectale	1.3553038971923312	cpd03517	Biotinyl-5-Amp
cpd00351_c_Eubacteriumrectale	3.2745836952433502	cpd00351	Saccharopine
cpd03422_c_Eubacteriumrectale	7.320210526177703	cpd03422	Cobinamide
cpd00635_c_Eubacteriumrectale	4.685887079205925	cpd00635	Cbl
cpd00166_c_Eubacteriumrectale	5.7813676526254705	cpd00166	Calomide
cpd03917_c_Eubacteriumrectale	7.415691099597249	cpd03917	Adenosylcobyric Acid
cpd02642_c_Eubacteriumrectale	2.944482981598926	cpd02642	N-5-Phosphoribosyl-Anthranilate
cpd03284_c_Eubacteriumrectale	1.9816171552738604	cpd03284	3-Sulfinopyruvate
cpd00283_c_Eubacteriumrectale	4.089098963547911	cpd00283	Geranyldiphosphate
cpd03846_c_Eubacteriumrectale	2.3549874596334472	cpd03846	Octanoate
cpd01107_c_Eubacteriumrectale	3.7701877329730626	cpd01107	Decanoate
cpd01741_c_Eubacteriumrectale	3.134189915223655	cpd01741	Ddca
cpd00905_c_Eubacteriumrectale	2.109753044017727	cpd00905	Guanosine 3',5'-Bis(Diphosphate)
cpd00808_c_Eubacteriumrectale	5.611220106989011	cpd00808	L-Ribulose-5-Phosphate
cpd00235_c_Eubacteriumrectale	2.530268877616938	cpd00235	D-Mannose-6-Phosphate
cpd11770_c_Eubacteriumrectale	1.1286637304993048	cpd11770	L-Alanyl-Trna
cpd03420_c_Eubacteriumrectale	6.171938882994672	cpd03420	Precorrin 3A
cpd03494_c_Eubacteriumrectale	4.012402405715211	cpd03494	Undecaprenyl-Diphospho-N-Acetylmuramoyl-L-Alanyl-D-Glutamyl-Meso-2-6-Diaminopimeloyl-D-Alanyl-D-Alanine
cpd02948_c_Eubacteriumrectale	11.458274860491231	cpd02948	Murac(Oyl-L-Ala-D-Gamma-Glu-L-Lys-D-Ala-D-Ala)-Diphospho- Undecaprenol
cpd03491_c_Eubacteriumrectale	12.44587245477602	cpd03491	Undecaprenyl-Diphospho-N-Acetylmuramoyl-(N-Acetylglucosamine)-L-Alanyl-Gamma-D-Glutamyl-L-Lysyl-D-Alanyl-D-Alanine
cpd00755_c_Eubacteriumrectale	5.520854309281303	cpd00755	Hydroxymethylbilane
cpd03078_c_Eubacteriumrectale	4.620735072115259	cpd03078	Selenophosphate
cpd02893_c_Eubacteriumrectale	2.94067380705547	cpd02893	5'-Phosphoribosyl-4-Carboxy-5-Aminoimidazole
cpd02862_c_Eubacteriumrectale	10.458274860491231	cpd02862	Udpmurac(Oyl-L-Ala-D-Gamma-Glu-L-Lys-D-Ala-D-Ala)
cpd02968_c_Eubacteriumrectale	5.012402405715211	cpd02968	Udp-N-Acetylmuramoyl-L-Alanyl-D-Glutamyl-6-Carboxy-L-Lysyl-D-Alanyl- D-Alanine
cpd16419_c_Eubacteriumrectale	2.6902334393302585	cpd16419	6-Methylthioinosine-5'-Monophosphate
cpd01590_c_Eubacteriumrectale	1.974974477209976	cpd01590	Mercaptopurine
cpd16423_c_Eubacteriumrectale	2.6902334393302585	cpd16423	6-Thioguanosine Monophosphate
cpd02724_c_Eubacteriumrectale	1.1652807471208795	cpd02724	N-Succinyl-L-2-Amino-6-Oxopimelate
cpd02255_c_Eubacteriumrectale	2.8250837188157933	cpd02255	3-Oxoadipate-Enol-Lactone
cpd00978_c_Eubacteriumrectale	1.6017174982163391	cpd00978	Dudp
cpd00822_c_Eubacteriumrectale	5.877732297714439	cpd00822	O-Succinyl-L-Homoserine
cpd00279_c_Eubacteriumrectale	1.6025399635106838	cpd00279	Acetoacetyl-Coa
cpd03123_c_Eubacteriumrectale	1.8230579001289884	cpd03123	3-Oxohexanoyl-Coa
cpd00448_c_Eubacteriumrectale	1.8454693562212954	cpd00448	D-Glyceraldehyde
cpd00992_c_Eubacteriumrectale	1.7451835301665521	cpd00992	1,2-Ethanediol
cpd02964_c_Eubacteriumrectale	4.023362524679209	cpd02964	Udp-N-Acetylmuramoyl-L-Alanyl-D-Gamma-Glutamyl-Meso-2-6-Diaminopimelate
cpd11920_c_Eubacteriumrectale	1.102834588955493	cpd11920	Trna(Pro)
cpd15565_c_Eubacteriumrectale	4.009939056960116	cpd15565	L-Seryl-Trna(Sec)
cpd11483_c_Eubacteriumrectale	2.2016721015029175	cpd11483	(R)-3-Hydroxyoctanoyl-[Acyl-Carrier Protein]
cpd11482_c_Eubacteriumrectale	2.1707319495565427	cpd11482	(R)-3-Hydroxydecanoyl-[Acyl-Carrier Protein]
cpd11480_c_Eubacteriumrectale	2.40309394638206	cpd11480	D-3-Hydroxydodecanoyl-[Acp]
cpd11484_c_Eubacteriumrectale	1.7670961286326532	cpd11484	Hma
cpd11640_c_Eubacteriumrectale	1.8656765530282136	cpd11640	H2
cpd00774_c_Eubacteriumrectale	4.444295198534266	cpd00774	Uroporphyrinogeniii
cpd00118_c_Eubacteriumrectale	3.199684556477621	cpd00118	Putrescine
cpd03043_c_Eubacteriumrectale	2.3095913538693438	cpd03043	3-Hydroxybutanoyl-Coa
cpd03833_c_Eubacteriumrectale	2.001236473865342	cpd03833	Precorrin 3B
cpd17467_c_Eubacteriumrectale	3.257474219315727	cpd17467	Trna Containing S2U
cpd12133_c_Eubacteriumrectale	4.525040518938126	cpd12133	L-Valyl-Trna(Val)
cpd20338_c_Eubacteriumrectale	1.168989930767152	cpd20338	Trna With A 3' Cytidine
cpd00501_c_Eubacteriumrectale	1.6909387124425654	cpd00501	Beta-D-Glucose 1-Phosphate
